cd_UGestora,dt_Ano,cd_UnidOrcamentaria,nu_Empenho,nu_Parcela,tp_Lancamento,vl_Pagamento,dt_Pagamento,cd_Conta,nu_ChequePag,nu_DebAut,cd_BancoRec,cd_AgenciaRec,nu_ContaRec,tp_FonteRecursos,dt_MesAno
101110,2010,01001,0000014,0000001,1,6286.2800,2010-01-22 00:00:00,000000000409,901815,,,,,0,012010
101110,2010,01001,0000015,0000001,1,9240.3800,2010-01-22 00:00:00,000000000409,901814,,,,,0,012010
101113,2014,01010,1000294,0000001,1,11563.9600,2014-12-31 00:00:00,000000074780,855249,00000000000,,,,0,122014
101108,2013,00110,0000078,0000001,1,700.0000,2013-04-19 00:00:00,000000237485,0,,,000000,000000000000,0,042013
101108,2013,00110,0000117,0000001,1,700.0000,2013-05-21 00:00:00,000000237485,0,,,000000,000000000000,0,052013
101108,2013,00110,0000123,0000001,1,2000.0000,2013-05-28 00:00:00,000000237485,852240,,,000000,000000000000,0,052013
101108,2013,00110,0000127,0000001,1,2000.0000,2013-06-20 00:00:00,000000237485,852282,,,000000,000000000000,0,062013
101108,2013,00110,0000128,0000001,1,700.0000,2013-06-20 00:00:00,000000237485,0,,,000000,000000000000,0,062013
101108,2013,00110,0000165,0000001,1,2000.0000,2013-07-22 00:00:00,000000237485,852262,,,000000,000000000000,0,072013
101108,2013,00110,0000171,0000001,1,700.0000,2013-07-12 00:00:00,000000237485,0,,,000000,000000000000,0,072013
101108,2013,00110,0000185,0000001,1,700.0000,2013-08-13 00:00:00,000000237485,0,,,000000,000000000000,0,082013
101108,2013,00110,0000190,0000001,1,2000.0000,2013-08-20 00:00:00,000000237485,852308,,,000000,000000000000,0,082013
101108,2013,00110,0000226,0000001,1,700.0000,2013-09-20 00:00:00,000000237485,0,,,000000,000000000000,0,092013
101108,2013,00110,0000228,0000001,1,2000.0000,2013-09-20 00:00:00,000000237485,852315,,,000000,000000000000,0,092013
101108,2013,00110,0000238,0000001,1,700.0000,2013-10-18 00:00:00,000000237485,0,,,000000,000000000000,0,102013
101108,2013,00110,0000242,0000001,1,2000.0000,2013-10-21 00:00:00,000000237485,852371,,,000000,000000000000,0,102013
101108,2013,00110,0000274,0000001,1,700.0000,2013-11-20 00:00:00,000000237485,0,,,000000,000000000000,0,112013
101108,2013,00110,0000291,0000001,1,2000.0000,2013-11-20 00:00:00,000000237485,852345,,,000000,000000000000,0,112013
101108,2013,00110,0000308,0000001,1,2000.0000,2013-12-20 00:00:00,000000237485,852391,,,000000,000000000000,0,122013
101108,2013,00110,0000320,0000001,1,700.0000,2013-12-20 00:00:00,000000237485,0,,,000000,000000000000,0,122013
201041,2014,20800,0003881,0000001,1,9820.0000,2014-12-10 00:00:00,000000039640,863820,,,,,23,122014
201041,2014,20800,0003881,0000002,1,7216.8000,2014-12-10 00:00:00,000000039640,863819,,,,,23,122014
201041,2014,20900,0000548,0000001,1,15000.0000,2014-02-18 00:00:00,000000039640,863643,,,,,24,022014
201041,2014,20900,0000548,0000002,1,5000.0000,2014-02-13 00:00:00,000000321737,000000,,,,,24,022014
201041,2013,21100,0003333,0000001,1,23680.8300,2013-11-08 00:00:00,000006470979,000000,,,,,24,112013
201041,2014,21100,0003651,0000001,1,11000.0000,2014-12-03 00:00:00,000000163368,000000,,,,,24,122014
201041,2013,20800,0003055,0000001,1,44800.0000,2013-10-28 00:00:00,00000032616X,000000,,,,,24,102013
201041,2014,20800,0001214,0000001,1,37397.8700,2014-05-02 00:00:00,000006240370,000000,,,,,23,052014
201041,2014,20800,0001215,0000001,1,40911.3500,2014-05-02 00:00:00,000006240116,000000,,,,,23,052014
201073,2010,06001,0001102,0000001,1,9800.0000,2010-09-06 00:00:00,000000086940,850903,,000,000000,000000000000,0,092010
201073,2010,06001,0001102,0000002,1,200.0000,2010-09-06 00:00:00,000000086940,850904,,000,000000,000000000000,0,092010
201073,2011,05001,0000346,0000001,1,79272.1000,2011-03-03 00:00:00,000000146951,850924,,000,000000,000000000000,19,032011
201073,2011,05001,0000346,0000002,1,3012.5200,2011-03-03 00:00:00,000000146951,850925,,000,000000,000000000000,19,032011
201073,2011,05001,0000346,0000003,1,3787.1600,2011-03-03 00:00:00,000000146951,850926,,000,000000,000000000000,19,032011
201073,2013,05000,0000824,0000001,1,30656.0300,2013-05-17 00:00:00,000000086940,0,,,000000,000000000000,1,052013
201073,2013,05000,0000852,0000001,1,92018.0900,2013-05-07 00:00:00,000000182036,0,,,000000,000000000000,15,052013
201073,2011,06001,0000829,0000001,1,23508.0900,2011-06-21 00:00:00,000000042137,860014,,000,000000,000000000000,0,062011
201073,2011,06001,0001605,0000001,1,18205.6800,2011-11-09 00:00:00,000000086940,TRANSF,,000,000000,000000000000,0,112011
201073,2012,05001,0001570,0000001,1,54029.2500,2012-09-10 00:00:00,000000184985,35267-,,000,000000,000000000000,15,092012
201073,2012,05001,0001783,0000001,1,46832.0300,2012-10-16 00:00:00,000000184985,35267-,,000,000000,000000000000,15,102012
201073,2012,05001,0001936,0000001,1,21527.6100,2012-11-07 00:00:00,000000184985,35267-,,000,000000,000000000000,15,112012
201073,2012,05001,0002107,0000001,1,80400.0000,2012-12-07 00:00:00,000000184985,35267-,,000,000000,000000000000,15,122012
201088,2014,02040,0004982,0000001,1,73601.0700,2014-09-17 00:00:00,000000229938,,,,,,50,092014
201088,2014,02040,0004982,0000002,1,67865.7200,2014-11-14 00:00:00,000000229938,,,,,,50,112014
201088,2014,02040,0004982,0000003,1,48561.3700,2014-12-08 00:00:00,000000229938,,,,,,50,122014
201088,2013,02040,0000092,0000001,1,64379.4700,2013-01-28 00:00:00,000000204773,,,,,,15,012013
201088,2014,02060,0004981,0000001,1,14277.5700,2014-09-11 00:00:00,000006240660,,,,,,14,092014
201088,2014,02060,0004981,0000002,1,30578.5100,2014-09-18 00:00:00,000006240660,,,,,,14,092014
201088,2014,02060,0004981,0000003,1,11506.5000,2014-09-30 00:00:00,000006240660,,,,,,14,092014
201088,2014,02060,0004981,0000004,1,23503.6800,2014-10-24 00:00:00,000006240660,,,,,,14,102014
201088,2014,02060,0005009,0000001,1,24049.8500,2014-09-04 00:00:00,000006240580,,,,,,14,092014
201088,2014,02060,0005009,0000002,1,21000.0000,2014-11-14 00:00:00,000006240601,,,,,,14,112014
201088,2015,02060,0000050,0000001,1,65000.0000,2015-01-21 00:00:00,000006240695,,,,,,14,012015
201088,2015,02060,0000050,0000002,1,16824.2100,2015-02-24 00:00:00,000006240695,,,,,,14,022015
201088,2015,02060,0000050,0000003,1,40000.0000,2015-04-01 00:00:00,000006240695,,,,,,14,042015
201088,2015,02060,0000050,0000004,1,11000.0000,2015-04-15 00:00:00,000006240695,,,,,,14,042015
201088,2015,02060,0000050,0000005,1,49773.5300,2015-04-24 00:00:00,000006240695,,,,,,14,042015
201088,2015,02060,0000050,0000006,1,32000.0000,2015-05-11 00:00:00,000006240695,,,,,,14,052015
201088,2015,02060,0000050,0000007,1,23210.2600,2015-06-08 00:00:00,000006240695,,,,,,14,062015
201088,2015,02060,0000050,0000008,1,83201.8900,2015-10-06 00:00:00,000006240695,,,,,,14,102015
201088,2015,02060,0000050,0000009,1,77408.3700,2015-10-23 00:00:00,000006240695,,,,,,14,102015
201088,2015,02060,0000050,0000010,1,96481.5400,2015-11-11 00:00:00,000006240695,,,,,,14,112015
201088,2015,02060,0000050,0000011,1,122326.2000,2015-11-24 00:00:00,000006240695,,,,,,14,112015
201088,2015,02060,0000050,0000012,1,95024.1600,2015-11-24 00:00:00,000006240695,,,,,,14,112015
201088,2015,02060,0000050,0000013,1,68483.3800,2015-12-16 00:00:00,000006240695,,,,,,14,122015
201088,2015,02040,0002266,0000001,1,30373.7200,2015-05-19 00:00:00,000000211907,,,,,,15,052015
201088,2015,02040,0002266,0000002,1,14867.0600,2015-07-07 00:00:00,000000211907,,,,,,15,072015
201088,2015,02040,0002266,0000003,1,28206.9600,2015-08-18 00:00:00,00000023897X,,,,,,15,082015
201088,2015,02040,0002829,0000001,1,26777.5100,2015-06-17 00:00:00,000000233900,,,,,,55,062015
201088,2014,02040,0003268,0000001,1,98398.5000,2014-06-25 00:00:00,000000197998,,,,,,15,062014
201088,2014,02040,0003268,0000002,1,20929.3500,2014-08-19 00:00:00,000000197998,,,,,,15,082014
201088,2014,02040,0003268,0000003,1,30676.8000,2014-08-22 00:00:00,000000197998,,,,,,15,082014
201088,2014,02040,0003268,0000004,1,80632.5700,2014-09-05 00:00:00,000000197998,,,,,,15,092014
201088,2014,02040,0003268,0000005,1,30673.0500,2014-10-02 00:00:00,000000197998,,,,,,15,102014
201095,2010,08108,0080029,0000001,1,83465.6700,2010-04-20 00:00:00,000000110027,000000,1E071082010,000,000000,000000000000,0,042010
201095,2010,08108,0080550,0000001,1,144800.0000,2010-12-28 00:00:00,00000009885X,000000,1E336492010,000,000000,000000000000,0,122010
201095,2011,09103,0090095,0000001,1,179678.9700,2011-06-30 00:00:00,00000009885X,000000,1E152072011,000,000000,000000000000,0,062011
201095,2011,09103,0090095,0000002,1,69841.4100,2011-09-19 00:00:00,00000009885X,000000,1E246132011,000,000000,000000000000,0,092011
201095,2011,09103,0090095,0000003,1,135645.2300,2011-09-15 00:00:00,00000009885X,000000,1E246112011,000,000000,000000000000,0,092011
201095,2011,09103,0090095,0000004,1,152301.4800,2011-10-31 00:00:00,000000110027,000000,1E290282011,000,000000,000000000000,0,102011
201095,2011,09103,0090095,0000005,1,168584.4900,2011-12-14 00:00:00,000000110027,000000,1E348692011,000,000000,000000000000,0,122011
201095,2011,08108,0080025,0000001,1,34957.8300,2011-03-11 00:00:00,000000110027,000000,1E028802011,000,000000,000000000000,0,032011
201095,2010,24104,0480059,0000001,1,28618.2900,2010-03-30 00:00:00,000006470215,000263,00000000000,000,000000,000000000000,0,032010
201095,2010,24104,0480363,0000001,1,19021.6100,2010-11-30 00:00:00,000006470215,001496,00000000000,000,000000,000000000000,0,112010
201095,2012,09102,0090134,0000001,1,170884.4800,2012-05-31 00:00:00,00000009885X,000748,00000000000,000,000000,000000000000,0,052012
201095,2012,09102,0090134,0000002,1,81147.6600,2012-07-25 00:00:00,000000110027,000890,00000000000,000,000000,000000000000,0,072012
201095,2012,09102,0090134,0000003,1,70660.3400,2012-08-29 00:00:00,000000110027,000993,00000000000,000,000000,000000000000,0,082012
201095,2012,09102,0090134,0000004,1,38413.3400,2012-08-31 00:00:00,00000009885X,001083,00000000000,000,000000,000000000000,0,082012
201095,2012,09102,0090134,0000005,1,62598.5000,2012-09-28 00:00:00,00000009885X,001178,00000000000,000,000000,000000000000,0,092012
201095,2012,09102,0090134,0000006,1,172657.2300,2012-11-30 00:00:00,000000110027,001326,00000000000,000,000000,000000000000,0,112012
201095,2012,09103,0090150,0000001,1,294517.9100,2012-04-24 00:00:00,000000110027,000000,1E072692012,000,000000,000000000000,0,042012
201095,2012,09103,0090220,0000001,1,10890.8100,2012-05-31 00:00:00,00000009885X,000000,1E138312012,000,000000,000000000000,0,052012
201095,2012,09103,0090220,0000002,1,1143.2300,2012-06-15 00:00:00,00000009885X,000000,1E138312012,000,000000,000000000000,0,062012
201095,2012,09103,0090230,0000001,1,21792.8500,2012-06-21 00:00:00,000000110027,000000,1E155222012,000,000000,000000000000,0,062012
201095,2015,11101,0110224,0000001,1,25125.7300,2015-07-13 00:00:00,00000009885X,000000,1E168992015,006,000485,000000023830,0,072015
201095,2014,16102,0480051,0000001,1,72862.9000,2014-12-31 00:00:00,000006470665,000372,00000000000,000,000000,000000000000,0,122014
201095,2015,11107,0110527,0000001,1,77043.2100,2015-12-21 00:00:00,000000110027,000000,1E371962015,001,016292,000000046245,0,122015
201095,2015,11107,0110527,0000002,1,2013.6700,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201095,2015,11107,0110527,0000003,1,281.9100,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201095,2015,11107,0110527,0000004,1,1208.2000,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201095,2015,11107,0110528,0000001,1,10989.4000,2015-12-21 00:00:00,000000110027,000000,1E371982015,001,016292,000000046245,0,122015
201095,2015,11107,0110528,0000002,1,287.2300,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201095,2015,11107,0110528,0000003,1,40.2100,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201095,2015,11107,0110528,0000004,1,172.3400,2015-12-21 00:00:00,000000110027,000000,00000000000,000,000000,000000000000,0,122015
201130,2014,20500,0002000,0000001,1,31385.0000,2014-07-01 00:00:00,000000242845,000000,,,,,23,072014
201129,2012,00015,0000874,0000001,1,4616.2200,2012-04-03 00:00:00,000000027669,000000,,,,,0,042012
201129,2012,00015,0000875,0000001,1,7126.0000,2012-04-17 00:00:00,000000052892,000000,,,,,0,042012
201129,2012,00015,0001226,0000001,1,7204.8400,2012-05-18 00:00:00,000000027642,000000,,,,,0,052012
201129,2012,00015,0001330,0000001,1,7964.0000,2012-06-08 00:00:00,000000027669,000000,,,,,0,062012
201129,2012,00015,0001345,0000001,1,6750.0000,2012-06-12 00:00:00,000000027642,000000,,,,,0,062012
201129,2012,00015,0002164,0000001,1,5284.3600,2012-09-10 00:00:00,000000027642,000000,,,,,0,092012
201130,2013,20600,0002642,0000001,1,37826.3000,2013-09-17 00:00:00,000000244341,000000,,,,,0,092013
201129,2011,00015,0000707,0000001,1,7484.0000,2011-04-20 00:00:00,000000079030,000000,,,,,0,042011
201129,2011,00015,0000280,0000001,1,16634.2500,2011-02-15 00:00:00,000000027669,000000,,,,,0,022011
201135,2013,02070,0003858,0000001,1,1103089.6300,2013-05-02 00:00:00,000006476060,,,,,,24,052013
201135,2013,02070,0006141,0000001,1,939063.6800,2013-06-10 00:00:00,000006476060,,,,,,24,062013
201135,2012,02070,0001962,0000001,1,859664.9900,2012-02-23 00:00:00,000006476060,,,,,,24,022012
201135,2012,02070,0003262,0000001,1,383351.4900,2012-03-26 00:00:00,000006476060,,,,,,24,032012
201135,2012,02070,0003262,0000002,1,1459773.3700,2012-04-04 00:00:00,000006476060,,,,,,24,042012
201135,2012,02070,0003262,0000003,1,273625.0000,2012-04-12 00:00:00,000006476060,351002,,,,,24,042012
201135,2012,02070,0004300,0000001,1,1474826.0000,2012-04-12 00:00:00,000006476060,351002,,,,,24,042012
201135,2012,02070,0004300,0000002,1,294959.0300,2012-05-17 00:00:00,000006476060,,,,,,24,052012
201135,2012,02070,0005836,0000001,1,1398204.6000,2012-05-17 00:00:00,000006476060,,,,,,24,052012
201135,2012,02070,0005836,0000002,1,752195.8300,2012-06-13 00:00:00,000006476060,647606,,,,,24,062012
201135,2012,02070,0006855,0000001,1,1316614.7500,2012-06-13 00:00:00,000006476060,647606,,,,,24,062012
201135,2012,02070,0008663,0000001,1,1337906.3300,2012-08-06 00:00:00,000006476060,,,,,,24,082012
201135,2012,02070,0009822,0000001,1,826247.9500,2012-08-23 00:00:00,000006476060,,,,,,24,082012
201135,2012,02070,0010697,0000001,1,544838.7200,2012-09-03 00:00:00,000006476280,,,,,,24,092012
201135,2012,02070,0011045,0000001,1,896176.0000,2012-10-01 00:00:00,000006476060,,,,,,24,102012
201135,2012,02070,0011946,0000001,1,2955898.6400,2012-10-08 00:00:00,000006476060,,,,,,24,102012
201135,2012,02070,0012112,0000001,1,1088849.2100,2012-11-06 00:00:00,000006476060,,,,,,24,112012
201135,2012,02070,0013035,0000001,1,491093.9200,2012-11-26 00:00:00,000006476280,,,,,,24,112012
201135,2012,02070,0013869,0000001,1,1685009.6500,2012-12-11 00:00:00,000006476060,,,,,,24,122012
201135,2012,02130,0001947,0000001,1,12391.5600,2012-02-16 00:00:00,000000134198,,,,,,2,022012
201135,2012,02130,0001954,0000001,1,140000.0000,2012-03-12 00:00:00,000000455806,,,,,,14,032012
201135,2012,02130,0001954,0000002,1,51181.3000,2012-03-28 00:00:00,000000455806,,,,,,14,032012
201135,2012,02130,0001963,0000001,1,20000.0000,2012-03-15 00:00:00,000000452602,,,,,,14,032012
201135,2012,02130,0001963,0000002,1,27689.8700,2012-06-21 00:00:00,000000452602,,,,,,14,062012
201135,2012,02130,0004112,0000001,1,66686.1800,2012-05-11 00:00:00,000000452602,,,,,,14,052012
201135,2012,02130,0004113,0000001,1,167362.3600,2012-10-16 00:00:00,000000455806,,,,,,14,102012
201151,2014,02150,0004388,0000001,1,382.0000,2014-06-20 00:00:00,000006240037,,,,,,14,062014
201151,2014,02150,0004390,0000001,1,764.0000,2014-06-20 00:00:00,000006240037,,,,,,14,062014
201151,2014,02150,0004391,0000001,1,38.2000,2014-06-20 00:00:00,000006240037,,,,,,14,062014
201151,2014,02150,0004515,0000001,1,1880.4000,2014-07-16 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0004614,0000001,1,101.0000,2014-07-14 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0004620,0000001,1,382.0000,2014-07-14 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0004838,0000001,1,58.4000,2014-07-16 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0004845,0000001,1,2067.6100,2014-08-12 00:00:00,000006240037,,,,,,14,082014
201151,2014,02150,0004847,0000001,1,215.1000,2014-10-14 00:00:00,000006240037,,,,,,14,102014
201151,2014,02150,0004848,0000001,1,3809.0000,2014-08-12 00:00:00,000006240037,,,,,,14,082014
201151,2014,02150,0005171,0000001,1,128.5200,2014-09-11 00:00:00,000006240037,,,,,,14,092014
201151,2014,02150,0005350,0000001,1,10001.0000,2014-07-22 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0005384,0000001,1,10675.0000,2014-07-23 00:00:00,000006240037,,,,,,14,072014
201151,2014,02150,0005451,0000001,1,35.7600,2014-08-12 00:00:00,000006240037,,,,,,14,082014
201151,2014,02150,0005452,0000001,1,120.9600,2014-08-12 00:00:00,000006240037,,,,,,14,082014
201151,2014,02150,0005454,0000001,1,1238.8000,2014-09-11 00:00:00,000006240037,,,,,,14,092014
201151,2014,02150,0005457,0000001,1,30846.1900,2014-07-25 00:00:00,000006240479,,,,,,14,072014
201174,2010,22004,0024732,0000001,1,27753.2700,2010-12-30 00:00:00,000000057487,856479,,,,,1,122010
201174,2011,22004,0010120,0000001,1,8688.0000,2011-06-06 00:00:00,000000159905,850012,,,,,15,062011
201174,2011,22004,0010138,0000001,1,1932.0000,2011-06-06 00:00:00,000000159905,850015,,,,,15,062011
201174,2011,22004,0010162,0000001,1,2592.0000,2011-06-06 00:00:00,000000159905,850013,,,,,15,062011
201174,2011,22004,0010171,0000001,1,1608.0000,2011-06-06 00:00:00,000000159905,850014,,,,,15,062011
201174,2010,22010,0021849,0000001,1,71836.8000,2010-11-25 00:00:00,000000155756,850001,,,,,24,112010
201174,2011,22010,0028223,0000001,1,60664.0000,2011-12-15 00:00:00,000000057487,000000,,,,,2,122011
201174,2012,22010,0004685,0000001,1,107733.2400,2012-03-01 00:00:00,000000155756,000000,,,,,24,032012
201174,2012,22010,0008486,0000001,1,64342.9500,2012-04-30 00:00:00,000000155756,000000,,,,,24,042012
201189,2010,12001,0001601,0000002,1,10059.8900,2010-10-07 00:00:00,000000170003,850001,,000,000000,000000000000,24,102010
201189,2012,09001,0000892,0000001,1,9330.0000,2012-05-10 00:00:00,000000126357,trans,,000,000000,000000000000,0,052012
201189,2012,12001,0001496,0000001,1,25000.0000,2012-08-10 00:00:00,000000126357,trans,,000,000000,000000000000,0,082012
201189,2012,12001,0001496,0000002,1,20150.0000,2012-08-30 00:00:00,000000126357,trans,,000,000000,000000000000,0,082012
201214,2015,21200,0002257,0000001,1,70200.0000,2015-04-10 00:00:00,000000154652,000000,,,,,51,042015
201214,2015,21200,0004421,0000001,1,50020.0000,2015-08-24 00:00:00,000000154652,000000,,,,,51,082015
201214,2015,21200,0004969,0000001,1,11210.0000,2015-09-15 00:00:00,000000154652,000000,,,,,51,092015
201214,2015,21200,0005201,0000001,1,137246.2500,2015-09-15 00:00:00,000000154679,000000,,,,,51,092015
201214,2015,21200,0005202,0000001,1,6351.5700,2015-09-15 00:00:00,000000154687,000000,,,,,51,092015
201214,2015,21200,0005206,0000001,1,4307.3900,2015-09-15 00:00:00,000000154660,000000,,,,,51,092015
201214,2015,21200,0006919,0000001,1,48098.4700,2015-12-11 00:00:00,000000154652,000000,,,,,51,122015
201214,2015,21000,0004013,0000001,1,91796.2500,2015-07-20 00:00:00,00000016951X,000000,,,,,52,072015
201214,2015,21000,0004351,0000001,1,174592.5300,2015-08-13 00:00:00,00000016951X,000000,,,,,52,082015
201214,2015,21000,0004970,0000001,1,231942.6700,2015-09-11 00:00:00,00000016951X,000000,,,,,52,092015
201214,2015,21000,0005315,0000001,1,127044.7900,2015-10-02 00:00:00,00000016951X,000000,,,,,52,102015
201214,2015,20700,0002262,0000001,1,50546.5300,2015-04-22 00:00:00,000000156841,000000,,,,,50,042015
201214,2015,20700,0004042,0000001,1,39016.1100,2015-07-23 00:00:00,000000156841,000000,,,,,50,072015
201214,2014,21200,0002282,0000001,1,81196.1100,2014-05-22 00:00:00,000000154679,000000,,,,,23,052014
201214,2014,21200,0002282,0000002,1,121595.7700,2014-09-05 00:00:00,000000154679,000000,,,,,23,092014
201214,2014,21200,0002283,0000001,1,81041.8100,2014-05-22 00:00:00,000000154687,000000,,,,,23,052014
201214,2014,21200,0002283,0000002,1,124103.0700,2014-09-05 00:00:00,000000154687,000000,,,,,23,092014
201214,2014,21200,0002283,0000003,1,120255.2200,2014-11-10 00:00:00,000000154687,000000,,,,,23,112014
101110,2011,01001,0000138,0000001,1,6877.0000,2011-05-30 00:00:00,000000000409,902168,,,,,0,052011
101110,2012,01001,0000056,0000001,1,8660.0000,2012-02-24 00:00:00,000000000409,004238,,,,,0,022012
101110,2012,01001,0000270,0000001,1,143888.2900,2012-12-07 00:00:00,000000000409,902065,,,,,0,122012
201011,2011,08008,0002484,0000001,1,31000.0000,2011-08-01 00:00:00,000000400882,864103,,,,,0,082011
201011,2011,08008,0002784,0000001,1,4000.0000,2011-08-25 00:00:00,000000400882,864402,,,,,0,082011
201011,2010,08008,0002914,0000001,1,29000.0000,2010-09-02 00:00:00,000000114472,850001,,,,,24,092010
201011,2011,08008,0000204,0000001,1,15000.0000,2011-02-01 00:00:00,000000400882,863554,,,,,0,022011
201011,2011,08008,0000668,0000001,1,4000.0000,2011-03-01 00:00:00,000010028298,046284,,,,,0,032011
201011,2011,08008,0000668,0000002,1,5000.0000,2011-04-11 00:00:00,000000400882,863913,,,,,0,042011
201011,2011,08008,0000668,0000003,1,6000.0000,2011-05-10 00:00:00,000000400882,863798,,,,,0,052011
201033,2013,02090,0003706,0000001,1,136835.9700,2013-10-23 00:00:00,000006471266,,,,,,24,102013
201033,2010,02070,0003817,0000001,1,91656.9500,2010-11-05 00:00:00,000000107964,850003,,,,,23,112010
201033,2010,02070,0003818,0000001,1,3822.7700,2010-11-05 00:00:00,000000107964,850005,,,,,2,112010
201033,2010,02070,0001519,0000001,1,58343.0500,2010-05-28 00:00:00,000000107964,850001,,,,,23,052010
201033,2010,02070,0001520,0000001,1,1812.0600,2010-05-28 00:00:00,000000107964,850002,,,,,2,052010
201033,2011,02070,0003082,0000001,1,54693.1000,2011-07-29 00:00:00,000000107964,850006,,,,,23,072011
201033,2011,02070,0003083,0000001,1,1743.9000,2011-07-29 00:00:00,000000107964,850007,,,,,2,072011
201033,2011,02070,0003946,0000001,1,94043.2700,2011-09-06 00:00:00,000000107964,850008,,,,,23,092011
201033,2011,02070,0003947,0000001,1,1899.6300,2011-09-06 00:00:00,000000107964,,,,,,23,092011
201033,2012,02070,0000887,0000001,1,527830.6100,2012-03-21 00:00:00,000000127531,,,,,,23,032012
201033,2012,02070,0000888,0000001,1,16845.6600,2012-03-21 00:00:00,000000127531,,,,,,23,032012
201033,2012,02070,0001998,0000001,1,56954.1300,2012-06-08 00:00:00,000000127531,850002,,,,,23,062012
201033,2012,02070,0001999,0000001,1,1817.6800,2012-06-08 00:00:00,000000127531,850001,,,,,23,062012
201033,2012,02070,0003424,0000001,1,69897.0300,2012-09-18 00:00:00,000000127531,850003,,,,,23,092012
201033,2012,02070,0003425,0000001,1,2230.7600,2012-09-18 00:00:00,000000127531,850004,,,,,23,092012
201033,2013,02090,0000453,0000001,1,138819.1000,2013-02-15 00:00:00,000006471266,,,,,,24,022013
201033,2013,02090,0002368,0000001,1,104690.8800,2013-07-12 00:00:00,000006471266,,,,,,24,072013
201050,2010,02001,0100244,0000001,1,48798.2700,2010-05-10 00:00:00,000000865052,193362,,,,,0,052010
201073,2013,05000,0000853,0000001,1,11325.1400,2013-05-17 00:00:00,000000182036,0,,,000000,000000000000,15,052013
201073,2013,05000,0000856,0000001,1,12010.3500,2013-05-07 00:00:00,000000184985,0,,,000000,000000000000,15,052013
201073,2013,05000,0002494,0000001,1,4950.2400,2013-12-27 00:00:00,000000184985,0,,,000000,000000000000,15,122013
201073,2014,05000,0002237,0000001,1,167013.1000,2014-10-30 00:00:00,000000228125,000000,00000000000,001,000000,000000000000,53,102014
201073,2014,13000,0000746,0000001,1,24965.6400,2014-04-16 00:00:00,000000223344,000000,00000000000,001,000000,000000000000,55,042014
201073,2014,13000,0001142,0000001,1,50019.7900,2014-05-27 00:00:00,000000223344,000000,00000000000,001,000000,000000000000,55,052014
201073,2014,13000,0001905,0000001,1,43748.6400,2014-09-30 00:00:00,000000223344,000000,00000000000,001,000000,000000000000,55,092014
201073,2014,13000,0002803,0000001,1,43749.9000,2014-12-05 00:00:00,000000223344,000000,00000000000,001,000000,000000000000,55,122014
201073,2014,05000,0001906,0000001,1,56390.0800,2014-09-09 00:00:00,000000228125,000000,00000000000,001,000000,000000000000,53,092014
201073,2015,05000,0000972,0000001,1,119611.7200,2015-05-22 00:00:00,000000228125,850001,00000000000,001,000000,000000000000,15,052015
201073,2015,05000,0001285,0000001,1,49836.5000,2015-06-25 00:00:00,000000228125,850002,00000000000,001,000000,000000000000,1,062015
201073,2015,13000,0000973,0000001,1,43750.0700,2015-05-22 00:00:00,000000223344,850002,00000000000,001,000000,000000000000,1,052015
201095,2013,08108,0080072,0000001,1,7927.3500,2013-11-25 00:00:00,00000009885X,000000,1E320712013,000,000000,000000000000,0,112013
201095,2013,08108,0080080,0000001,1,64139.4900,2013-11-25 00:00:00,000000119873,000000,1E320702013,000,000000,000000000000,24,112013
201095,2013,08108,0080188,0000001,1,70971.8300,2013-10-31 00:00:00,000006471220,000967,00000000000,000,000000,000000000000,24,102013
201095,2013,09102,0090120,0000001,1,85195.9000,2013-06-06 00:00:00,000000110027,000000,1E115442013,000,000000,000000000000,0,062013
201095,2013,09102,0090241,0000001,1,7941.1100,2013-08-20 00:00:00,00000009885X,000000,1E187352013,000,000000,000000000000,0,082013
201095,2013,09103,0090110,0000001,1,68660.9300,2013-07-31 00:00:00,00000009885X,000557,00000000000,000,000000,000000000000,0,072013
201095,2013,09103,0090110,0000002,1,210540.8100,2013-08-08 00:00:00,000000110027,000000,1E185352013,000,000000,000000000000,0,082013
201095,2013,09103,0090110,0000004,1,24749.6500,2013-12-26 00:00:00,000000110027,000000,1E304312013,000,000000,000000000000,0,122013
201095,2013,09103,0090110,0000005,1,211103.3000,2013-11-26 00:00:00,000000110027,000000,1E293262013,000,000000,000000000000,0,112013
201095,2013,09103,0090110,0000006,1,196725.2000,2013-11-26 00:00:00,000000110027,000000,1E293312013,000,000000,000000000000,0,112013
201095,2013,09103,0090110,0000007,1,32661.4000,2013-12-26 00:00:00,000000110027,000000,1E304262013,000,000000,000000000000,0,122013
