cd_UGestora;dt_Ano;nu_Licitacao;tp_Licitacao;dt_Homologacao;nu_Propostas;vl_Licitacao;tp_Objeto;dt_MesAno;registroCGE;tp_regimeExecucao
201082;2010;000062009;2;2009-08-11 00:00:00;2;1035551.3000;1;002010;NULL;NULL
201082;2012;000062012;3;2012-03-01 00:00:00;3;128926.0700;1;032012;;5
201082;2014;000062014;2;2014-07-15 00:00:00;2;131568.6400;1;072014;;5
201082;2014;000062014;3;2014-07-16 00:00:00;3;53042.6000;1;072014;;5
201082;2014;000062014;7;2014-07-01 00:00:00;1;14850.0000;1;072014;;5
201082;2014;000062014;12;2014-07-04 00:00:00;1;1660089.8900;1;102014;;5
201082;NULL;000062016;3;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2016;000062016;7;2016-05-09 00:00:00;1;14840.0000;1;052016;;5
201082;NULL;000062016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
201082;NULL;000062016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000072005;6;2005-11-14 00:00:00;3;7259.4500;1;002010;NULL;NULL
201082;2010;000072006;6;2006-11-30 00:00:00;3;10927.7600;1;002010;NULL;NULL
201082;2010;000072007;6;2007-05-22 00:00:00;3;7999.8500;1;002010;NULL;NULL
201082;2012;000072012;3;2012-03-30 00:00:00;3;29999.6100;1;032012;;5
201082;2014;000072013;2;2014-02-17 00:00:00;6;458071.1300;1;042014;;5
201082;2013;000072013;3;2013-07-09 00:00:00;4;80000.0000;1;072013;;5
201082;2014;000072014;7;2014-07-15 00:00:00;1;12340.0000;1;072014;;5
201082;2016;000072016;7;2016-05-12 00:00:00;1;13150.0000;1;052016;;5
201082;NULL;000072016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
201082;NULL;000072016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000082006;6;2006-11-30 00:00:00;3;6469.3800;1;002010;NULL;NULL
201082;2010;000082007;6;2007-05-22 00:00:00;3;4798.4800;1;002010;NULL;NULL
201082;2010;000082008;6;2008-04-18 00:00:00;3;14396.0000;1;002010;NULL;NULL
201082;2012;000082012;3;2012-03-30 00:00:00;3;29930.9200;1;032012;;5
201082;NULL;000082015;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2015;000082015;7;2015-06-25 00:00:00;1;14657.8400;1;062015;NULL;NULL
201082;NULL;000082016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;000082016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000092006;2;2006-09-29 00:00:00;1;407745.6900;1;002010;NULL;NULL
201082;2010;000092006;3;2006-02-17 00:00:00;3;26801.0400;1;002010;NULL;NULL
201082;2010;000092007;2;2007-11-20 00:00:00;1;709455.8400;1;002010;NULL;NULL
201082;2010;000092007;6;2007-07-02 00:00:00;3;14165.0600;1;002010;NULL;NULL
201082;2010;000092008;6;2008-05-06 00:00:00;3;11950.0000;1;002010;NULL;NULL
201082;2014;000092014;2;2014-11-11 00:00:00;1;359957.9500;1;112014;;5
201082;2015;000092015;7;2015-07-01 00:00:00;1;12000.0000;1;072015;;5
201082;NULL;000092016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000092016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000102006;3;2006-02-17 00:00:00;3;20980.9000;1;002010;NULL;NULL
201082;2010;000102008;6;2008-05-26 00:00:00;3;6186.7500;1;002010;NULL;NULL
201082;2014;000102014;2;2014-11-11 00:00:00;1;359957.9500;1;112014;;5
201082;2014;000102014;3;2014-09-11 00:00:00;3;14253.2100;1;092014;;5
201082;2015;000102015;7;2015-07-13 00:00:00;1;1400.0000;1;072015;;5
201082;NULL;000102016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000102016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000112007;6;2007-08-09 00:00:00;3;9196.2100;1;002010;NULL;NULL
201082;2010;000112008;6;2008-05-26 00:00:00;3;7690.6000;1;002010;NULL;NULL
201082;2015;000112015;7;2015-07-13 00:00:00;1;14000.0000;1;072015;;5
201082;NULL;000112016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000112016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000122006;3;2006-02-20 00:00:00;3;29081.0300;1;002010;NULL;NULL
201082;2010;000122007;6;2007-08-22 00:00:00;3;10202.1000;1;002010;NULL;NULL
201082;2010;000122008;6;2008-06-06 00:00:00;3;6010.5000;1;002010;NULL;NULL
201082;2014;000122014;2;2014-10-21 00:00:00;1;268278.6000;1;102014;;5
201082;2014;000122014;3;2014-11-17 00:00:00;3;16000.0000;1;112014;;5
201082;NULL;000122016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000122016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000132010;3;2010-04-13 00:00:00;3;109907.5600;1;042010;NULL;NULL
201082;NULL;000132016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;2010;000142006;3;2006-03-20 00:00:00;4;39854.5000;1;002010;NULL;NULL
201082;2010;000142008;6;2008-08-18 00:00:00;4;6883.0000;1;002010;NULL;NULL
201082;NULL;000142016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000152006;3;2006-03-20 00:00:00;4;29776.1200;1;002010;NULL;NULL
201082;2010;000152007;6;2007-11-07 00:00:00;3;7700.0000;1;002010;NULL;NULL
201082;2010;000152008;6;2008-09-12 00:00:00;3;13925.5700;1;002010;NULL;NULL
201082;2014;000152014;3;2014-12-12 00:00:00;3;136970.1200;1;122014;;5
201082;2015;000152015;7;2015-08-03 00:00:00;1;14000.0000;1;092015;;5
201082;NULL;000152016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000162007;6;2007-11-13 00:00:00;3;10370.0000;1;002010;NULL;NULL
201082;2010;000162008;6;2008-11-11 00:00:00;3;7343.5700;1;002010;NULL;NULL
201082;NULL;000162016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000172002;3;2002-06-18 00:00:00;4;109854.0400;1;002010;NULL;NULL
201082;2010;000172004;3;2004-04-12 00:00:00;3;147255.8000;1;002010;NULL;NULL
201082;2010;000172007;6;2007-11-14 00:00:00;3;14781.6700;1;002010;NULL;NULL
201082;2015;000172015;7;2015-11-11 00:00:00;1;12800.0000;1;112015;;5
201082;NULL;000172016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;000182002;3;2002-06-18 00:00:00;4;148000.0000;1;002010;NULL;NULL
201082;2010;000182008;3;2008-03-05 00:00:00;3;10133.8200;1;002010;NULL;NULL
201082;2013;000182013;3;2013-10-01 00:00:00;3;117391.5600;1;102013;;5
201082;2013;000182013;6;2013-07-04 00:00:00;1;9409.1400;1;072013;;5
201082;NULL;000182016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;000192002;3;2002-06-19 00:00:00;4;148655.2000;1;002010;NULL;NULL
201082;2010;000192009;3;2009-04-28 00:00:00;3;68525.7700;1;002010;NULL;NULL
201082;2013;000192013;6;2013-09-02 00:00:00;1;14803.0100;1;092013;;5
201082;NULL;000192016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000202007;3;2007-04-10 00:00:00;3;71800.0000;1;002010;NULL;NULL
201082;2010;000202007;6;2007-12-14 00:00:00;3;13438.4000;1;002010;NULL;NULL
201082;2012;000202012;3;2012-06-06 00:00:00;3;147996.9600;1;062012;;5
201082;2013;000202013;7;2013-10-28 00:00:00;1;55000.0000;1;102013;;5
201082;NULL;000202016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000212002;3;2002-06-27 00:00:00;3;29280.0000;1;002010;NULL;NULL
201082;2010;000212007;6;2007-12-14 00:00:00;3;5559.1100;1;002010;NULL;NULL
201082;2010;000212008;3;2008-03-25 00:00:00;4;46917.4100;1;002010;NULL;NULL
201082;2010;000212010;3;2010-05-12 00:00:00;3;22500.0000;1;052010;NULL;NULL
201082;2012;000212012;3;2012-06-06 00:00:00;3;72187.7400;1;062012;;5
201082;NULL;000212016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000222007;6;2007-12-17 00:00:00;3;8192.2000;1;002010;NULL;NULL
201082;2013;000222013;6;2013-12-09 00:00:00;1;7701.8800;1;122013;;5
201082;NULL;000222016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000232005;3;2005-05-23 00:00:00;3;64849.2300;1;002010;NULL;NULL
201082;2010;000232007;6;2007-12-17 00:00:00;3;12423.8900;1;002010;NULL;NULL
201082;2010;000232008;3;2008-03-31 00:00:00;3;82738.8600;1;002010;NULL;NULL
201082;2013;000232013;3;2013-11-08 00:00:00;3;76000.8500;1;112013;;5
201082;NULL;000232016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000242002;3;2002-07-22 00:00:00;3;148343.2200;1;002010;NULL;NULL
201082;NULL;000242016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000252006;3;2006-04-20 00:00:00;3;101727.5800;1;002010;NULL;NULL
201082;2010;000252008;3;2008-04-07 00:00:00;4;23833.0000;1;002010;NULL;NULL
201082;2010;000252010;3;2010-07-12 00:00:00;3;30721.4800;1;072010;NULL;NULL
201082;NULL;000252016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000262004;3;2004-05-24 00:00:00;3;112824.6500;1;002010;NULL;NULL
201082;2010;000262008;3;2008-04-07 00:00:00;4;69410.0800;1;002010;NULL;NULL
201082;NULL;000262016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000272004;3;2004-05-24 00:00:00;3;43535.9700;1;002010;NULL;NULL
201082;2010;000272006;3;2006-04-28 00:00:00;3;57665.3400;1;002010;NULL;NULL
201082;2010;000272009;3;2009-06-09 00:00:00;3;143808.5000;1;002010;NULL;NULL
201082;NULL;000272016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000282004;3;2004-05-24 00:00:00;3;149151.2900;1;002010;NULL;NULL
201082;2012;000282012;3;2012-07-06 00:00:00;3;130942.6800;1;072012;;5
201082;NULL;000292002;3;2002-09-17 00:00:00;2;147116.9000;1;002010;NULL;NULL
201082;2010;000292007;3;2007-05-18 00:00:00;3;51632.6000;1;002010;NULL;NULL
201082;2012;000292012;3;2012-07-06 00:00:00;3;59296.3000;1;072012;;5
201082;NULL;000292016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;NULL;000302002;3;2002-10-14 00:00:00;2;147527.0000;1;002010;NULL;NULL
201082;2010;000302006;3;2006-05-02 00:00:00;3;61367.8000;1;002010;NULL;NULL
201082;NULL;000302016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;NULL;000312002;3;2002-09-17 00:00:00;2;98546.2400;1;002010;NULL;NULL
201082;NULL;000312016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000322007;3;2007-06-26 00:00:00;3;16800.7800;1;002010;NULL;NULL
201082;2011;000322011;3;2011-07-04 00:00:00;3;107591.2700;1;072011;;5
201082;2012;000322012;3;2012-07-23 00:00:00;3;134564.0000;1;072012;;5
201082;2010;000332007;3;2007-06-26 00:00:00;3;63978.1800;1;002010;NULL;NULL
201082;2012;000332012;3;2012-07-23 00:00:00;3;142939.7100;1;072012;;5
201082;NULL;000332016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201082;2010;000342003;3;2003-09-17 00:00:00;4;139422.0800;1;002010;NULL;NULL
201082;2011;000342011;3;2011-07-29 00:00:00;3;32022.3700;1;072011;;5
201082;NULL;000342016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;NULL;000352016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;NULL;000362002;3;2002-10-28 00:00:00;3;50615.7800;1;002010;NULL;NULL
201082;2010;000362004;3;2004-06-21 00:00:00;3;143500.0000;1;002010;NULL;NULL
201082;2010;000362008;3;2008-06-13 00:00:00;3;20361.8000;1;002010;NULL;NULL
201082;2010;000372008;3;2008-06-13 00:00:00;3;43870.4800;1;002010;NULL;NULL
201082;NULL;000372016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000382005;3;2005-07-12 00:00:00;3;135124.5600;1;002010;NULL;NULL
201082;2010;000382006;3;2006-06-27 00:00:00;3;133723.5000;1;002010;NULL;NULL
201082;2010;000382007;3;2007-08-13 00:00:00;3;50940.5600;1;002010;NULL;NULL
201082;2010;000382009;3;2009-07-28 00:00:00;3;51311.1300;1;002010;NULL;NULL
201082;2011;000382011;3;2011-08-17 00:00:00;3;84984.8200;1;082011;;5
201082;NULL;000382016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000392007;3;2007-08-16 00:00:00;3;23220.4000;1;002010;NULL;NULL
201082;2010;000392008;3;2008-06-17 00:00:00;3;15608.4000;1;002010;NULL;NULL
201082;NULL;000392016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000402010;3;2010-12-16 00:00:00;3;28944.3000;1;122010;;5
201082;NULL;000402016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000412007;3;2007-08-27 00:00:00;3;88955.6900;1;002010;NULL;NULL
201082;2010;000412008;3;2008-07-11 00:00:00;3;26086.8200;1;002010;NULL;NULL
201082;2010;000412009;3;2009-09-01 00:00:00;3;17347.2100;1;002010;NULL;NULL
201082;NULL;000412016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000422005;3;2005-07-25 00:00:00;3;32120.0000;1;002010;NULL;NULL
201082;2010;000422007;3;2007-09-06 00:00:00;3;96623.9000;1;002010;NULL;NULL
201082;2012;000422012;3;2012-09-13 00:00:00;3;88227.2000;1;092012;;5
201082;NULL;000422016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201082;2010;000432008;3;2008-07-17 00:00:00;3;77798.0000;1;002010;NULL;NULL
201082;NULL;000432016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000442008;3;2008-07-17 00:00:00;3;16091.8300;1;002010;NULL;NULL
201082;NULL;000442016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000452008;3;2008-07-17 00:00:00;3;34739.6700;1;002010;NULL;NULL
201082;2011;000452011;3;2011-09-06 00:00:00;3;142024.8200;1;092011;;5
201082;2012;000452012;3;2012-09-28 00:00:00;3;99932.0100;1;092012;;5
201082;2010;000462005;3;2005-08-02 00:00:00;3;63904.8700;1;002010;NULL;NULL
201082;2010;000462008;3;2008-07-30 00:00:00;3;26351.2000;1;002010;NULL;NULL
201082;NULL;000462016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000472005;3;2005-08-02 00:00:00;3;144400.0000;1;002010;NULL;NULL
201082;2010;000472008;3;2008-07-30 00:00:00;3;76805.5800;1;002010;NULL;NULL
201082;2012;000472012;3;2012-11-06 00:00:00;3;24960.0000;1;112012;;5
201082;2010;000482005;3;2005-08-03 00:00:00;3;57791.3500;1;002010;NULL;NULL
201082;2011;000492011;3;2011-10-07 00:00:00;3;56995.4800;1;102011;;5
201082;NULL;000492016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000502006;3;2006-09-29 00:00:00;3;18024.2200;1;002010;NULL;NULL
201082;2010;000502009;3;2009-10-09 00:00:00;3;17137.2000;1;002010;NULL;NULL
201082;2011;000502011;3;2011-10-07 00:00:00;3;99940.5900;1;102011;;5
201082;NULL;000502016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000512007;3;2007-11-19 00:00:00;3;96687.9700;1;002010;NULL;NULL
201082;2010;000522003;3;2003-12-01 00:00:00;3;102200.0000;1;002010;NULL;NULL
201082;2010;000522008;3;2008-08-01 00:00:00;3;86876.9300;1;002010;NULL;NULL
201082;NULL;000522016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201082;2010;000532003;3;2003-12-05 00:00:00;3;147999.5700;1;002010;NULL;NULL
201082;2010;000532007;3;2007-11-21 00:00:00;3;41692.5700;1;002010;NULL;NULL
201082;2010;000532008;3;2008-08-18 00:00:00;3;17505.1400;1;002010;NULL;NULL
201082;2010;000532009;3;2009-11-25 00:00:00;3;58059.9700;1;002010;NULL;NULL
201082;2010;000542006;3;2006-10-20 00:00:00;3;29592.5300;1;002010;NULL;NULL
201082;2010;000542007;3;2007-11-21 00:00:00;3;36376.2000;1;002010;NULL;NULL
201082;2010;000542008;3;2008-08-18 00:00:00;3;61217.1100;1;002010;NULL;NULL
201082;2010;000562004;3;2004-09-01 00:00:00;3;105321.4100;1;002010;NULL;NULL
201082;2010;000562008;3;2008-08-25 00:00:00;3;112406.7100;1;002010;NULL;NULL
201082;2010;000572006;3;2006-10-20 00:00:00;3;8349.3100;1;002010;NULL;NULL
201082;2010;000582006;3;2006-11-01 00:00:00;3;24565.2000;1;002010;NULL;NULL
201082;2010;000592008;3;2008-09-11 00:00:00;3;63823.5400;1;002010;NULL;NULL
201082;2010;000602004;3;2004-09-23 00:00:00;3;83140.2000;1;002010;NULL;NULL
201082;2010;000602006;3;2006-11-07 00:00:00;3;75828.7300;1;002010;NULL;NULL
201082;2010;000602008;3;2008-09-15 00:00:00;3;144927.1000;1;002010;NULL;NULL
201082;2010;000612004;3;2004-09-23 00:00:00;3;19415.3400;1;002010;NULL;NULL
201082;2010;000612005;3;2005-10-04 00:00:00;3;98727.6800;1;002010;NULL;NULL
201082;2010;000612006;3;2006-11-07 00:00:00;3;112936.5500;1;002010;NULL;NULL
201082;2010;000632005;3;2005-10-04 00:00:00;3;25807.3500;1;002010;NULL;NULL
201082;2010;000632007;3;2008-01-03 00:00:00;3;31676.3700;1;002010;NULL;NULL
201082;2010;000642005;3;2005-10-04 00:00:00;3;93771.3300;1;002010;NULL;NULL
201082;2010;000682005;3;2005-10-26 00:00:00;3;89544.6000;1;002010;NULL;NULL
201082;2010;000682008;3;2008-11-11 00:00:00;3;52137.8900;1;002010;NULL;NULL
201082;2010;000692006;3;2006-11-24 00:00:00;3;89753.6200;1;002010;NULL;NULL
201082;2010;000692008;3;2008-11-11 00:00:00;3;11324.8900;1;002010;NULL;NULL
201082;2010;000702005;3;2005-10-26 00:00:00;3;89648.5700;1;002010;NULL;NULL
201082;2010;000712006;3;2006-11-27 00:00:00;3;42640.9100;1;002010;NULL;NULL
201082;2010;000752005;3;2005-11-11 00:00:00;3;75836.9900;1;002010;NULL;NULL
201082;2010;000812005;3;2005-12-07 00:00:00;3;145438.2700;1;002010;NULL;NULL
201082;2010;000822005;3;2005-12-07 00:00:00;3;15186.9800;1;002010;NULL;NULL
201082;2010;000832005;3;2005-12-07 00:00:00;3;16392.6700;1;002010;NULL;NULL
201082;NULL;001062015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;001072015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;001082015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201082;NULL;001092015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201083;2014;000012014;3;2014-02-10 00:00:00;3;96936.0400;1;022014;;5
201083;2015;000012015;2;2015-03-13 00:00:00;1;1021447.8700;1;032015;NULL;1
201083;NULL;000012016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
201083;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201083;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201083;NULL;000012016;12;NULL;NULL;NULL;NULL;022016;NULL;NULL
201083;2015;000022015;7;2015-06-11 00:00:00;1;387012.4000;1;062015;;5
201083;2016;000022016;2;2016-05-11 00:00:00;1;49857.4500;1;052016;;5
201083;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201083;NULL;000022016;12;NULL;NULL;NULL;NULL;032016;NULL;NULL
201083;2012;000032012;2;2012-06-01 00:00:00;1;199405.1700;1;062012;;5
201083;2014;000032013;2;2014-01-23 00:00:00;1;755029.6700;1;032014;;5
201083;NULL;000032016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201083;2012;000042012;2;2012-06-01 00:00:00;1;205381.9800;1;062012;;5
201083;2010;000052004;8;2004-03-01 00:00:00;1;80000.0000;1;002010;NULL;NULL
201083;2014;000052014;2;2014-11-26 00:00:00;2;816000.0000;1;112014;;5
201083;NULL;000062003;3;2003-07-18 00:00:00;3;33000.3800;1;002010;NULL;NULL
201083;2010;000082004;3;2004-04-16 00:00:00;3;16934.0200;1;002010;NULL;NULL
201083;2010;000082008;3;2008-02-12 00:00:00;3;40000.0000;1;002010;NULL;NULL
201083;NULL;000092003;3;2003-08-22 00:00:00;3;51647.8000;1;002010;NULL;NULL
201083;2014;000092014;2;2014-07-03 00:00:00;1;740350.0000;1;072014;;5
201083;2010;000102006;3;2006-05-22 00:00:00;3;100957.0500;1;002010;NULL;NULL
201083;2010;000102008;3;2008-02-20 00:00:00;3;145992.3900;1;002010;NULL;NULL
201083;2015;000102014;2;2015-01-30 00:00:00;2;453367.6400;1;012015;NULL;1
201083;NULL;000112003;3;2003-10-22 00:00:00;3;69645.0000;1;002010;NULL;NULL
201083;2010;000112008;3;2008-02-22 00:00:00;3;115079.9700;1;002010;NULL;NULL
201083;2015;000112014;2;2015-01-30 00:00:00;1;593318.2900;1;012015;NULL;1
201083;NULL;000122003;3;2003-10-24 00:00:00;3;45000.0000;1;002010;NULL;NULL
201083;2015;000122014;2;2015-02-24 00:00:00;1;324538.9500;1;022015;NULL;1
201083;2010;000132008;3;2008-06-16 00:00:00;3;37967.9100;1;002010;NULL;NULL
201083;2015;000132014;2;2015-01-28 00:00:00;1;179349.5200;1;012015;NULL;1
201083;2010;000142006;3;2006-06-07 00:00:00;4;51702.4000;1;002010;NULL;NULL
201083;2010;000152006;3;2006-06-07 00:00:00;4;49824.2100;1;002010;NULL;NULL
201083;2010;000152007;3;2007-11-01 00:00:00;3;142961.3400;1;002010;NULL;NULL
201083;2014;000152013;3;2014-01-16 00:00:00;3;41987.5000;1;032014;;5
201083;2010;000162006;3;2006-06-07 00:00:00;4;49824.2100;1;002010;NULL;NULL
201083;2014;000162013;3;2014-01-16 00:00:00;3;65599.6200;1;032014;;5
201083;2010;000172006;3;2006-06-09 00:00:00;4;78068.9900;1;002010;NULL;NULL
201083;2010;000172008;3;2008-12-17 00:00:00;3;74896.6300;1;002010;NULL;NULL
201083;2013;000172013;3;2013-12-20 00:00:00;3;114061.9200;1;122013;;5
201083;2010;000182006;3;2006-06-09 00:00:00;4;74393.4000;1;002010;NULL;NULL
201083;2010;000192005;3;2005-11-03 00:00:00;3;79776.9200;1;002010;NULL;NULL
201083;2010;000192006;3;2006-07-06 00:00:00;3;35092.6500;1;002010;NULL;NULL
201083;NULL;000262015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201084;2010;000012003;2;2003-03-19 00:00:00;2;1492983.7300;1;002010;NULL;NULL
201084;NULL;000012003;7;2003-01-23 00:00:00;1;415523.5000;1;002010;NULL;NULL
201084;2010;000012005;2;2005-12-26 00:00:00;3;234347.9100;1;002010;NULL;NULL
201084;2010;000012006;2;2006-06-19 00:00:00;4;523239.6900;1;002010;NULL;NULL
201084;2010;000012007;2;2007-04-04 00:00:00;1;405319.3200;1;002010;NULL;NULL
201084;2010;000012008;2;2008-04-18 00:00:00;2;771156.3500;1;002010;NULL;NULL
201084;2013;000012013;2;2013-06-10 00:00:00;1;230355.6000;1;082013;;5
201084;2015;000012015;1;2015-06-18 00:00:00;2;3451079.1700;1;062015;NULL;NULL
201084;2015;000012015;2;2015-08-06 00:00:00;1;244759.8600;1;082015;;5
201084;2015;000012015;3;2015-03-09 00:00:00;3;95445.8400;1;032015;NULL;NULL
201084;2015;000012015;7;2015-08-13 00:00:00;1;395966.7200;1;082015;;5
201084;2010;000022007;2;2007-06-12 00:00:00;1;123777.2900;1;002010;NULL;NULL
201084;2010;000022008;2;2008-06-27 00:00:00;4;997925.0800;1;002010;NULL;NULL
201084;2010;000022010;3;2010-02-16 00:00:00;3;135830.7800;1;132010;NULL;NULL
201084;2011;000032011;3;2011-03-10 00:00:00;3;44365.5800;1;032011;NULL;NULL
201084;2015;000032015;2;2015-10-23 00:00:00;1;634749.3300;1;102015;;5
201084;2010;000042002;3;2002-03-11 00:00:00;3;99000.0000;1;002010;NULL;NULL
201084;2013;000042013;7;2013-06-01 00:00:00;1;50000.0000;1;062013;;5
201084;2010;000052003;3;2003-10-22 00:00:00;3;149035.9000;1;002010;NULL;NULL
201084;2013;000052013;3;2013-03-01 00:00:00;3;42228.3700;1;032013;;5
201084;2010;000062007;3;2007-05-10 00:00:00;2;115559.2300;1;002010;NULL;NULL
201084;2014;000062014;3;2014-09-01 00:00:00;3;116554.1900;1;092014;;5
201084;2010;000072006;3;2006-12-15 00:00:00;3;115670.0000;1;002010;NULL;NULL
201084;2014;000072014;3;2014-11-05 00:00:00;3;147990.1700;1;112014;;5
201084;2010;000082006;3;2006-12-20 00:00:00;3;27848.8800;1;002010;NULL;NULL
201084;2010;000082007;3;2007-08-30 00:00:00;3;38224.9900;1;002010;NULL;NULL
201084;2014;000082014;3;2014-12-19 00:00:00;3;139561.9900;1;112014;;5
201084;2010;000092008;3;2008-06-17 00:00:00;3;103000.0000;1;002010;NULL;NULL
201084;2010;000102002;3;2002-06-25 00:00:00;3;105700.0000;1;002010;NULL;NULL
201084;2010;000102008;3;2008-12-11 00:00:00;3;99993.1300;1;002010;NULL;NULL
201084;2010;000102010;3;2010-04-16 00:00:00;3;103240.2800;1;132010;NULL;NULL
201084;2010;000112007;3;2007-11-24 00:00:00;3;127743.3000;1;002010;NULL;NULL
201084;2012;000112012;2;2012-05-31 00:00:00;4;354324.5200;1;052012;;5
201084;2010;000122007;3;2007-12-20 00:00:00;3;24724.2000;1;002010;NULL;NULL
201084;2010;000122009;3;2009-10-08 00:00:00;3;99940.9300;1;002010;NULL;NULL
201084;2012;000152012;2;2012-07-04 00:00:00;1;164810.1900;1;072012;;5
201084;2013;000192013;3;2013-11-14 00:00:00;3;36620.1700;1;112013;;5
201084;2013;000232013;3;2013-12-12 00:00:00;3;136827.7200;1;122013;;5
201084;2012;000272011;3;2011-12-22 00:00:00;3;99085.8000;1;122012;;5
201085;NULL;000012003;3;2003-01-27 00:00:00;3;109014.7500;1;002010;NULL;NULL
201085;2011;000012011;3;2011-01-25 00:00:00;3;143628.0300;1;012011;NULL;NULL
201085;2013;000012013;2;2013-01-29 00:00:00;2;122010.0000;1;012013;;5
201085;2014;000012014;1;2014-11-21 00:00:00;1;3532188.2000;1;122014;;5
201085;2015;000012015;3;2015-12-21 00:00:00;1;90271.6400;1;122015;;5
201085;2015;000022014;7;2014-12-16 00:00:00;1;67871.1000;1;022015;NULL;NULL
201085;NULL;000032003;3;2003-02-06 00:00:00;3;139017.8300;1;002010;NULL;NULL
201085;2010;000032006;3;2006-02-09 00:00:00;3;22672.4300;1;002010;NULL;NULL
201085;2010;000032010;8;2010-02-05 00:00:00;1;13200.0000;1;022010;NULL;NULL
201085;2011;000032011;3;2011-02-09 00:00:00;3;81434.7000;1;022011;NULL;NULL
201085;2013;000032013;3;2013-03-19 00:00:00;3;49187.8900;1;032013;;5
201085;2013;000032013;7;2013-09-20 00:00:00;1;112085.1000;1;092013;;5
201085;2014;000032014;2;2014-08-18 00:00:00;1;509183.3300;1;102014;;5
201085;NULL;000042003;3;2003-03-05 00:00:00;3;99922.6000;1;002010;NULL;NULL
201085;2014;000042014;2;2014-08-18 00:00:00;1;509183.3300;1;102014;;5
