cd_UGestora;dt_Ano;nu_Licitacao;tp_Licitacao;dt_Homologacao;nu_Propostas;vl_Licitacao;tp_Objeto;dt_MesAno;registroCGE;tp_regimeExecucao
101075;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101076;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101077;NULL;000012016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
101077;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101077;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101078;NULL;000012016;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
101078;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101078;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101078;2012;000022012;3;2012-01-26 00:00:00;3;13349.3300;1;012012;;5
101078;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101078;NULL;000022016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
101078;NULL;000032016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101078;NULL;000042016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101078;2011;000062011;3;2011-09-01 00:00:00;3;52204.3400;1;092011;;5
101079;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101079;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101079;NULL;000032016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101079;NULL;000042016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101079;NULL;000052016;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
101079;NULL;000062016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101080;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101080;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101081;2013;000012013;3;2013-03-01 00:00:00;3;21600.0000;1;032013;;5
101081;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101081;NULL;000022016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101081;NULL;000032016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101081;NULL;000042016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101081;NULL;000052016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101082;2010;000012005;8;2005-02-01 00:00:00;1;1500.0000;1;002010;NULL;NULL
101082;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101082;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101082;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101082;NULL;000032016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101082;NULL;000032016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101082;2010;000062009;3;2009-11-05 00:00:00;3;47429.1400;1;002010;NULL;NULL
101083;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101083;2010;000052007;3;2007-11-07 00:00:00;3;84915.0400;1;002010;NULL;NULL
101085;2010;000012005;3;2005-01-14 00:00:00;3;14400.0000;1;002010;NULL;NULL
101085;NULL;000012016;3;NULL;NULL;NULL;NULL;042016;NULL;NULL
101085;NULL;000012016;7;NULL;NULL;NULL;NULL;022016;NULL;NULL
101085;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101085;2010;000022005;3;2005-01-21 00:00:00;3;14524.5000;1;002010;NULL;NULL
101085;2013;000022013;3;2013-01-16 00:00:00;3;25200.0000;1;012013;;5
101085;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101085;2010;000032005;3;2005-01-31 00:00:00;3;11000.0000;1;002010;NULL;NULL
101086;2010;000012005;3;2005-01-14 00:00:00;3;15600.0000;1;002010;NULL;NULL
101087;2012;000012012;3;2012-10-16 00:00:00;3;31000.0000;1;102012;;5
101087;2010;000032006;3;2006-10-02 00:00:00;3;23659.2900;1;002010;NULL;NULL
101089;2010;000012009;3;2009-09-25 00:00:00;3;116151.7700;1;002010;NULL;NULL
101090;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101090;NULL;000022016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101090;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101090;2012;000032012;3;2012-08-14 00:00:00;3;28000.0000;1;082012;;5
101091;2010;000012006;3;2006-06-16 00:00:00;3;19310.7500;1;002010;NULL;NULL
101091;2012;000012012;3;2012-04-02 00:00:00;3;62586.7200;1;042012;;5
101091;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101091;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101091;NULL;000022016;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
101092;2012;000042012;3;2012-07-03 00:00:00;3;68320.0000;1;122012;NULL;NULL
101093;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101093;2010;000022009;3;2009-10-06 00:00:00;3;37000.0000;1;002010;NULL;NULL
101093;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101095;NULL;000012003;3;2003-01-20 00:00:00;3;122495.4400;1;002010;NULL;NULL
101095;2010;000012005;2;2005-03-17 00:00:00;1;84000.0000;1;002010;NULL;NULL
101095;2012;000012012;2;2012-06-22 00:00:00;1;69000.0000;1;062012;;5
101095;NULL;000012016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
101095;NULL;000012016;12;NULL;NULL;NULL;NULL;042016;NULL;NULL
101095;2015;000022014;2;2015-04-15 00:00:00;1;501107.9900;1;052015;;5
101095;NULL;000022016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101095;2012;000032012;2;2012-12-26 00:00:00;2;770874.0400;1;122012;;5
101095;NULL;000032016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
101095;2012;000102012;3;2012-12-05 00:00:00;3;128785.8800;1;122012;;5
101095;2010;000112007;3;2007-09-03 00:00:00;3;94553.5300;1;002010;NULL;NULL
101096;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101097;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101097;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101101;2012;000012012;3;2012-01-17 00:00:00;3;12000.0000;1;012012;;5
101101;NULL;000012016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
101101;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101102;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101104;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101104;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101105;2010;000012009;3;2009-06-19 00:00:00;3;27025.1400;1;002010;NULL;NULL
101108;2013;000012013;3;2013-01-08 00:00:00;3;8400.0000;1;012013;;5
101108;NULL;000012016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101108;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101108;2013;000022013;3;2013-05-08 00:00:00;3;18000.0000;1;052013;;5
101108;NULL;000022016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101108;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101108;NULL;000032016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101110;2010;000012009;3;2009-06-01 00:00:00;3;13261.5300;1;002010;NULL;NULL
101110;2011;000012011;7;2011-05-01 00:00:00;3;13752.4700;1;052011;;5
101110;2012;000012012;7;2012-02-10 00:00:00;1;8660.0000;1;022012;;5
101110;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101110;NULL;000012016;7;NULL;NULL;NULL;NULL;042016;NULL;NULL
101110;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101110;2012;000022012;3;2012-10-15 00:00:00;3;143888.2900;1;102012;;5
101110;NULL;000022016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101110;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101110;2014;000032014;7;2014-11-17 00:00:00;1;7260.3500;1;112014;;5
101110;NULL;000032016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101110;2010;000042009;3;2009-10-08 00:00:00;3;39397.5300;1;002010;NULL;NULL
101111;2010;000012005;3;2005-01-14 00:00:00;3;21600.0000;1;002010;NULL;NULL
101112;NULL;000012016;3;NULL;NULL;NULL;NULL;042016;NULL;NULL
101112;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101112;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101113;2010;000012007;3;2007-12-26 00:00:00;3;132110.0000;1;002010;NULL;NULL
101113;2014;000012014;7;2014-12-10 00:00:00;3;14697.1200;1;122014;;5
101114;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101114;2010;000022008;3;2008-05-27 00:00:00;3;40638.5500;1;002010;NULL;NULL
101114;2010;000042007;3;2007-06-11 00:00:00;3;28372.4000;1;002010;NULL;NULL
101115;2010;000012007;3;2007-04-01 00:00:00;3;13200.0000;1;002010;NULL;NULL
101115;2010;000022007;3;2007-04-01 00:00:00;3;17600.0000;1;002010;NULL;NULL
101116;NULL;000012016;3;NULL;NULL;NULL;NULL;042016;NULL;NULL
101116;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101116;2012;000022012;8;2012-02-01 00:00:00;1;26400.0000;1;022012;;5
101116;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101117;NULL;000012016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101117;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101117;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101117;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101117;NULL;000022016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101118;2011;000032011;3;2011-11-01 00:00:00;3;15150.0000;1;112011;;5
101121;2013;000012013;3;2013-10-29 00:00:00;3;137751.7500;1;102013;;5
101122;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101122;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101124;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101124;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101126;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101126;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101127;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101127;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101128;2012;000032012;3;2012-10-08 00:00:00;2;95260.3200;1;102012;;5
101130;2010;000012004;3;2004-01-16 00:00:00;3;37975.5300;1;002010;NULL;NULL
101133;2010;000022009;3;2009-12-16 00:00:00;3;147946.9000;1;002010;NULL;NULL
101133;2012;000022012;3;2012-11-06 00:00:00;3;33741.1000;1;112012;;5
101134;NULL;000012016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101134;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101134;NULL;000022016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101134;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101134;NULL;000032016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101134;2010;000042007;3;2007-10-04 00:00:00;3;69029.2900;1;002010;NULL;NULL
101134;NULL;000042016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101135;2010;000012005;3;2005-01-13 00:00:00;3;48000.0000;1;002010;NULL;NULL
101135;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101135;NULL;000012016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
101135;2010;000022005;3;2005-01-14 00:00:00;3;23936.0000;1;002010;NULL;NULL
101135;NULL;000022016;7;NULL;NULL;NULL;NULL;052016;NULL;NULL
101135;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101135;NULL;000022016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
101135;2010;000032005;3;2005-01-17 00:00:00;3;38000.0000;1;002010;NULL;NULL
101135;NULL;000032016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101135;NULL;000042016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101135;2010;000062008;2;2008-05-15 00:00:00;2;201518.1000;1;002010;NULL;NULL
101135;2011;000062011;3;2011-04-04 00:00:00;3;67200.0000;1;042011;;5
101135;2010;000072007;3;2007-07-10 00:00:00;3;135711.3100;1;002010;NULL;NULL
101135;2010;000082007;3;2008-01-03 00:00:00;3;148110.0000;1;002010;NULL;NULL
101135;NULL;000092016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
101136;2010;000012007;8;2007-01-02 00:00:00;1;22200.0000;1;002010;NULL;NULL
101136;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101136;2010;000022007;3;2007-01-30 00:00:00;3;58400.0000;1;002010;NULL;NULL
101136;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101136;NULL;000032016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101137;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101137;NULL;000012016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
101137;NULL;000022016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
101137;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101137;2016;000032016;2;2016-05-02 00:00:00;1;9840.0000;1;052016;;5
101138;2010;000012010;3;2010-01-28 00:00:00;3;22550.0000;1;012010;NULL;NULL
101138;2010;000042008;3;2008-05-01 00:00:00;3;36068.4100;1;002010;NULL;NULL
101139;NULL;000012016;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
101139;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101139;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101139;NULL;000022016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101139;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101139;2011;000032011;3;2011-01-17 00:00:00;3;29831.6600;1;012011;NULL;NULL
101139;NULL;000032016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101139;2011;000042011;3;2011-02-01 00:00:00;3;2750.0000;1;022011;NULL;NULL
101140;NULL;000012016;3;NULL;NULL;NULL;NULL;022016;NULL;NULL
101140;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101140;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101141;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101141;2015;000022015;3;2015-10-29 00:00:00;4;32881.2400;1;102015;;5
101141;2010;000062007;3;2007-10-24 00:00:00;3;80988.2600;1;002010;NULL;NULL
101142;2010;000012008;3;2008-06-06 00:00:00;3;50249.1600;1;002010;NULL;NULL
101142;2013;000032013;11;2013-04-01 00:00:00;1;55244.0000;1;042013;;5
101143;2016;000012016;11;2016-05-17 00:00:00;1;16000.0000;1;052016;;5
101145;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101145;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101146;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101146;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101146;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101146;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101146;2012;000032012;3;2012-11-14 00:00:00;2;13001.1000;1;112012;;5
101147;2010;000012010;3;2010-03-03 00:00:00;3;19898.9900;1;032010;NULL;NULL
101147;2010;000072008;3;2008-04-01 00:00:00;1;42000.0000;1;002010;NULL;NULL
101148;2014;000012014;3;2014-09-01 00:00:00;3;80964.3900;1;092014;;5
101148;2015;000012015;2;2015-10-13 00:00:00;1;51096.4200;1;112015;;5
101149;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101149;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101151;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101151;2014;000022014;3;2014-11-03 00:00:00;3;29740.0000;1;112014;;5
101151;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101151;2010;000042010;3;2010-09-17 00:00:00;3;12000.0000;1;092010;NULL;NULL
101154;2013;000012013;3;2013-02-01 00:00:00;3;22000.0000;1;022013;;5
101154;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101154;2011;000022011;3;2011-09-23 00:00:00;3;24996.8000;1;102011;;5
101155;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101155;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101155;2010;000032005;3;2005-12-10 00:00:00;3;19892.9600;1;002010;NULL;NULL
101155;2012;000032012;3;2012-06-11 00:00:00;3;145561.2600;1;122012;NULL;NULL
101155;2010;000052008;3;2008-03-01 00:00:00;3;64435.6500;1;002010;NULL;NULL
101155;2010;000062007;3;2007-07-01 00:00:00;3;147876.8300;1;002010;NULL;NULL
101156;2012;000012012;2;2012-03-06 00:00:00;1;20000.0000;1;032012;;5
101156;2013;000012013;3;2013-01-16 00:00:00;3;8400.0000;1;012013;;5
101156;NULL;000012016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101156;2013;000022013;3;2013-02-27 00:00:00;3;25000.0000;1;032013;;5
101156;NULL;000022016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101156;NULL;000032016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101157;2015;000012015;3;2015-12-17 00:00:00;3;25237.1400;1;122015;;5
101157;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101157;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101157;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101159;2010;000022004;3;2004-07-19 00:00:00;1;21468.6000;1;002010;NULL;NULL
101160;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101160;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101161;NULL;000012003;3;2003-03-20 00:00:00;3;24933.0900;1;002010;NULL;NULL
101161;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101161;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101161;NULL;000032016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101162;2010;000032006;3;2006-11-21 00:00:00;3;21501.4100;1;002010;NULL;NULL
101162;2010;000042007;3;2007-11-08 00:00:00;3;25500.0000;1;002010;NULL;NULL
101162;2010;000042009;3;2009-11-06 00:00:00;3;30894.9600;1;002010;NULL;NULL
101163;NULL;000012016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101163;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101163;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101164;2010;000032006;3;2006-08-03 00:00:00;3;29850.0000;1;002010;NULL;NULL
101165;2010;000012006;3;2006-04-24 00:00:00;3;13200.0000;1;002010;NULL;NULL
101166;2011;000012011;3;2011-01-05 00:00:00;1;23400.0000;1;122011;NULL;NULL
101166;2011;000022011;3;2011-01-05 00:00:00;1;13200.0000;1;122011;NULL;NULL
101166;NULL;000022016;3;NULL;NULL;NULL;NULL;012016;NULL;NULL
101166;NULL;000032016;3;NULL;NULL;NULL;NULL;032016;NULL;NULL
101167;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101167;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101169;NULL;000012016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101169;NULL;000022016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101169;NULL;000032016;2;NULL;NULL;NULL;NULL;032016;NULL;NULL
101170;2010;000012007;8;2007-08-10 00:00:00;1;5000.0000;1;002010;NULL;NULL
101170;2010;000022007;3;2007-10-15 00:00:00;4;148950.0000;1;002010;NULL;NULL
101171;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101171;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101171;2010;000072004;3;2004-07-16 00:00:00;3;19897.9300;1;002010;NULL;NULL
101171;2012;000092012;3;2012-11-01 00:00:00;2;83255.0000;1;112012;;5
101171;2010;000142007;3;2007-05-02 00:00:00;3;58585.0000;1;002010;NULL;NULL
101172;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101173;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101177;2010;000012008;3;2008-03-03 00:00:00;3;11460.0000;1;002010;NULL;NULL
101177;2010;000012009;3;2009-02-27 00:00:00;3;22100.0000;1;002010;NULL;NULL
101177;2011;000012011;3;2011-04-18 00:00:00;3;18990.0000;1;042011;;5
101177;2012;000012012;3;2012-01-15 00:00:00;3;12000.0000;1;012012;;5
101177;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101177;2010;000022008;3;2008-04-01 00:00:00;3;14850.0000;1;002010;NULL;NULL
101177;2010;000022009;3;2009-02-27 00:00:00;3;18650.0000;1;002010;NULL;NULL
101177;2011;000022011;3;2011-04-14 00:00:00;3;20250.0000;1;042011;;5
101177;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101177;2010;000032007;3;2007-10-17 00:00:00;3;833.5000;1;002010;NULL;NULL
101177;NULL;000032016;3;NULL;NULL;NULL;NULL;042016;NULL;NULL
101178;2014;000022014;3;2014-11-14 00:00:00;1;135984.7500;1;112014;NULL;NULL
101179;2010;000012008;3;2008-01-31 00:00:00;3;11000.0000;1;002010;NULL;NULL
101179;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101179;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101179;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101179;NULL;000022016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
101179;NULL;000032016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101180;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101181;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101181;NULL;000012016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
101181;NULL;000022016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
101182;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101182;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101183;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101183;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101185;2010;000012009;8;2009-02-11 00:00:00;1;14300.0000;1;002010;NULL;NULL
101185;2011;000012011;11;2011-06-01 00:00:00;1;5400.0000;1;062011;;5
101185;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101185;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101185;2011;000022011;11;2011-06-01 00:00:00;1;10200.0000;1;062011;;5
101185;NULL;000022016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
101185;2011;000032011;11;2011-06-01 00:00:00;1;4320.0000;1;062011;;5
101186;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101187;2015;000012015;7;2015-09-04 00:00:00;1;13750.0000;1;112015;;5
101188;2012;000012012;2;2012-11-03 00:00:00;2;275216.0200;1;112012;;5
101188;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101188;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101188;NULL;000022016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101189;NULL;000012016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
101190;2012;000012012;3;2012-03-15 00:00:00;3;18000.0000;1;032012;;5
101190;2012;000012012;8;2012-01-20 00:00:00;1;0.0000;1;012012;;5
101190;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101193;2010;000012009;3;2009-11-13 00:00:00;3;73004.1800;1;002010;NULL;NULL
101194;NULL;000012016;3;NULL;NULL;NULL;NULL;052016;NULL;NULL
101194;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101194;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101195;2012;000012012;2;2012-12-07 00:00:00;1;92480.0000;1;122012;NULL;NULL
101195;2015;000012015;2;2015-11-16 00:00:00;1;177719.4600;1;122015;;5
101195;2014;000042013;8;2014-01-09 00:00:00;1;30000.0000;1;052014;;5
101196;2010;000022007;3;2007-11-21 00:00:00;1;38000.0000;1;002010;NULL;NULL
101197;NULL;000012016;7;NULL;NULL;NULL;NULL;032016;NULL;NULL
101197;2010;000022006;3;2006-07-21 00:00:00;3;21270.6800;1;002010;NULL;NULL
101197;2015;000022015;3;2015-12-01 00:00:00;3;37077.3100;1;122015;;5
101200;2012;000012012;3;2012-06-29 00:00:00;3;141401.3900;1;062012;;5
101200;NULL;000012016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
101200;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101200;NULL;000022016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
101201;2010;000012007;3;2007-04-10 00:00:00;3;16800.0000;1;002010;NULL;NULL
101201;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101201;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101202;2013;000012013;8;2013-10-10 00:00:00;1;18000.0000;1;102013;;5
101202;2013;000022013;8;2013-10-10 00:00:00;1;24000.0000;1;102013;;5
101203;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101203;NULL;000022016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101204;NULL;000012016;7;NULL;NULL;NULL;NULL;052016;NULL;NULL
101204;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101204;NULL;000022016;7;NULL;NULL;NULL;NULL;022016;NULL;NULL
101204;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101204;NULL;000032016;7;NULL;NULL;NULL;NULL;022016;NULL;NULL
101204;NULL;000042016;7;NULL;NULL;NULL;NULL;032016;NULL;NULL
101205;NULL;000022003;3;2003-02-12 00:00:00;3;141477.7600;1;002010;NULL;NULL
101206;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101206;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101206;2010;000022007;3;2007-12-26 00:00:00;3;60845.4200;1;002010;NULL;NULL
101206;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101209;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101209;NULL;000022016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
